Long_Desc,NutrDesc,Nutr_Val,Amount,Msre_Desc,Gm_Wgt
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Vitamin K (phylloquinone),99.5,0.5,cup,92
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Vitamin K (phylloquinone),2.1,0.5,cup,78
Desserts;  flan;  caramel custard;  prepared-from-recipe,Vitamin K (phylloquinone),0.2,0.5,cup,153
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Vitamin K (phylloquinone),0.2,0.5,cup,127
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,Vitamin K (phylloquinone),0,0.5,cup,117
Soup;  clam chowder;  new england;  canned;  condensed,Vitamin K (phylloquinone),0.8,0.5,cup,126
Cereals;  QUAKER;  Quick Oats;  Dry,Vitamin K (phylloquinone),2,0.5,cup,40
Asparagus;  canned;  no salt added;  solids and liquids,Vitamin K (phylloquinone),39,0.5,cup,122
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,Vitamin K (phylloquinone),24,0.5,cup,80
Asparagus;  cooked;  boiled;  drained;  with salt,Vitamin K (phylloquinone),50.6,0.5,cup,90
Lotus root;  cooked;  boiled;  drained;  without salt,Vitamin K (phylloquinone),0.1,0.5,cup,60
Soup;  pea;  green;  canned;  condensed,Vitamin K (phylloquinone),0.4,0.5,cup,128
Cheese;  ricotta;  whole milk,Vitamin K (phylloquinone),1.1,0.5,cup,124
Tomatoes;  crushed;  canned,Vitamin K (phylloquinone),5.3,0.5,cup,121
Soup;  chicken noodle;  canned;  condensed,Vitamin K (phylloquinone),0,0.5,cup,124
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,Vitamin K (phylloquinone),0.7,0.5,cup,124
HEALTHY REQUEST;  Chicken with Rice;  condensed,Vitamin K (phylloquinone),0.7,0.5,cup,126
Soup;  vegetable with beef broth;  canned;  condensed,Vitamin K (phylloquinone),2.3,0.5,cup,123
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,Vitamin K (phylloquinone),2.1,0.5,cup,78
Soup;  beef noodle;  canned;  condensed,Vitamin K (phylloquinone),1.6,0.5,cup,125
Soup;  chicken mushroom;  canned;  condensed,Vitamin K (phylloquinone),1.1,0.5,cup,124
Fat free ice cream;  no sugar added;  flavors other than chocolate,Vitamin K (phylloquinone),0,0.5,cup,68
Asparagus;  cooked;  boiled;  drained,Vitamin K (phylloquinone),50.6,0.5,cup,90
Soup;  chicken with rice;  canned;  condensed,Vitamin K (phylloquinone),0.3,0.5,cup,126
Soup;  vegetable beef;  canned;  condensed,Vitamin K (phylloquinone),5.6,0.5,cup,126
Soup;  beef broth bouillon and consomme;  canned;  condensed,Vitamin K (phylloquinone),0,0.5,cup,124
Soup;  cream of mushroom;  canned;  condensed,Vitamin K (phylloquinone),19.6,0.5,cup,126
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Vitamin K (phylloquinone),23.5,0.5,cup,91
Ice creams;  vanilla;  rich,Vitamin K (phylloquinone),1.3,0.5,cup,107
Peas;  green;  canned;  regular pack;  solids and liquids,Vitamin K (phylloquinone),20.7,0.5,cup,124
Cheese;  ricotta;  part skim milk,Vitamin K (phylloquinone),0.7,0.5,cup,124
Caribou;  hind quarter;  meat;  cooked (Alaska Native),Dihydrophylloquinone,0,0.5,cup,66
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Dihydrophylloquinone,0,0.5,cup,128
Egg custards;  dry mix;  prepared with 2% milk,Dihydrophylloquinone,0,0.5,cup,141
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Dihydrophylloquinone,0,0.5,cup,127
Potatoes;  baked;  flesh and skin;  with salt,Dihydrophylloquinone,0,0.5,cup,61
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Dihydrophylloquinone,0,0.5,cup,95
Spanish rice mix;  dry mix;  unprepared,Dihydrophylloquinone,0,0.5,cup,70
Egg custards;  dry mix;  prepared with whole milk,Dihydrophylloquinone,0,0.5,cup,141
Asparagus;  cooked;  boiled;  drained;  with salt,Dihydrophylloquinone,0,0.5,cup,90
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,Dihydrophylloquinone,0,0.5,cup,95
Asparagus;  cooked;  boiled;  drained,Dihydrophylloquinone,0,0.5,cup,90
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Dihydrophylloquinone,0,0.5,cup,127
Caribou;  hind quarter;  meat;  cooked (Alaska Native),Menaquinone-4,1.2,0.5,cup,66
Spanish rice mix;  dry mix;  unprepared,Menaquinone-4,0,0.5,cup,70
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,Menaquinone-4,0.8,0.5,cup,140
Egg custards;  dry mix;  prepared with whole milk,Menaquinone-4,0.9,0.5,cup,141
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Menaquinone-4,0.8,0.5,cup,127
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Menaquinone-4,0.8,0.5,cup,127
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,Menaquinone-4,0.8,0.5,cup,142
SUNSHINE;  CHEEZ-IT;  Snack Mix,Fatty acids;  total saturated,3.2,0.5,cup,30
Spanish rice mix;  dry mix;  unprepared,Fatty acids;  total saturated,0.395,0.5,cup,70
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Fatty acids;  total saturated,0.863,0.5,cup,126
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Fatty acids;  total saturated,0.026,0.5,cup,78
Ice creams;  vanilla;  fat free,Fatty acids;  total saturated,0,0.5,cup,67
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Fatty acids;  total saturated,2.57,0.5,cup,140
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Fatty acids;  total saturated,1.74,0.5,cup,147
Egg custards;  dry mix;  prepared with whole milk,Fatty acids;  total saturated,2.032,0.5,cup,141
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Fatty acids;  total saturated,1.289,0.5,cup,128
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,Fatty acids;  total saturated,1.37,0.5,cup,147
PACE;  Spicy Jalapeno Refried Beans,Fatty acids;  total saturated,0,0.5,cup,120
Puddings;  rice;  dry mix;  prepared with whole milk,Fatty acids;  total saturated,1.682,0.5,cup,128
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Fatty acids;  total saturated,0.026,0.5,cup,78
CAMPBELL'S Red and White;  Chicken Barley with Mushrooms Soup;  condensed,Fatty acids;  total saturated,0.397,0.5,cup,126
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Fatty acids;  total saturated,1.8,0.5,cup,140
PACE;  Salsa Refried Beans,Fatty acids;  total saturated,0,0.5,cup,120
PACE;  Traditional Refried Beans,Fatty acids;  total saturated,0,0.5,cup,120
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Fatty acids;  total saturated,0.099,0.5,cup,82
Tofu;  raw;  firm;  prepared with calcium sulfate,Fatty acids;  total saturated,1.261,0.5,cup,126
CAMPBELL'S Red and White;  Lentil Soup;  condensed,Fatty acids;  total saturated,0.397,0.5,cup,126
CAMPBELL'S Red and White;  Italian Style Wedding Soup;  condensed,Fatty acids;  total saturated,0.794,0.5,cup,126
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,Fatty acids;  total saturated,0.031,0.5,cup,91
Tofu;  raw;  regular;  prepared with calcium sulfate,Fatty acids;  total saturated,0.691,0.5,cup,124
PREGO Pasta;  Heart Smart- Traditional Sauce;  ready-to-serve,Fatty acids;  total saturated,0,0.5,cup,130
Puddings;  tapioca;  dry mix;  prepared with whole milk,Fatty acids;  total saturated,1.724,0.5,cup,128
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Fatty acids;  total saturated,0.077,0.5,cup,80
Peas;  green;  canned;  no salt added;  drained solids,Fatty acids;  total saturated,0.062,0.5,cup,85
Lotus root;  cooked;  boiled;  drained;  with salt,Fatty acids;  total saturated,0.021,0.5,cup,60
Beans;  snap;  yellow;  canned;  no salt added;  solids and liquids,Fatty acids;  total saturated,0.023,0.5,cup,120
Egg custards;  dry mix;  prepared with 2% milk,Fatty acids;  total saturated,1.475,0.5,cup,141
Gelatin desserts;  dry mix;  prepared with water,Fatty acids;  total saturated,0,0.5,cup,135
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,Fatty acids;  total saturated,0.382,0.5,cup,127
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,Fatty acids;  total saturated,0.026,0.5,cup,78
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Fatty acids;  total saturated,1.634,0.5,cup,127
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Fatty acids;  total saturated,1.83,0.5,cup,147
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Fatty acids;  total saturated,0.026,0.5,cup,78
Desserts;  apple crisp;  prepared-from-recipe,Fatty acids;  total saturated,0.685,0.5,cup,141
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Fatty acids;  total saturated,1.017,0.5,cup,128
Campbell's Brown Sugar And Bacon Flavored Baked Beans,Fatty acids;  total saturated,0.385,0.5,cup,130
WORTHINGTON Vegetable Skallops;  canned;  unprepared,Fatty acids;  total saturated,0.2,0.5,cup,85
Desserts;  flan;  caramel custard;  prepared-from-recipe,Fatty acids;  total saturated,1.799,0.5,cup,153
Caribou;  hind quarter;  meat;  cooked (Alaska Native),Fatty acids;  total saturated,1.88,0.5,cup,66
Potato salad with egg,Fatty acids;  total saturated,1.437,0.5,cup,125
KASHI;  Pilaf;  7 Whole Grain;  unprepared,Fatty acids;  total saturated,0.93,0.5,cup,140
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Fatty acids;  total saturated,1.562,0.5,cup,127
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Fatty acids;  total saturated,0.036,0.5,cup,95
Peas;  green;  canned;  no salt added;  solids and liquids,Fatty acids;  total saturated,0.054,0.5,cup,124
SILK Nog;  soymilk,Fatty acids;  total saturated,0,0.5,cup,122
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Fatty acids;  total saturated,0.049,0.5,cup,80
Frozen yogurts;  vanilla;  soft-serve,Fatty acids;  total saturated,3.42,0.5,cup,72
Puddings;  rice;  dry mix;  prepared with 2% milk,Fatty acids;  total saturated,0.967,0.5,cup,128
Potatoes;  baked;  flesh;  with salt,Fatty acids;  total saturated,0.026,0.5,cup,61
Ice creams;  vanilla;  rich,Fatty acids;  total saturated,10.329,0.5,cup,107
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,Fatty acids;  total saturated,1.81,0.5,cup,142
Campbell's Pork and Beans,Fatty acids;  total saturated,0.385,0.5,cup,130
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,Fatty acids;  total saturated,1.643,0.5,cup,140
Desserts;  egg custard;  baked;  prepared-from-recipe,Fatty acids;  total saturated,2.164,0.5,cup,141
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Fatty acids;  total saturated,0.018,0.5,cup,92
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,Fatty acids;  total saturated,0,0.5,cup,117
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Fatty acids;  total saturated,2.1,0.5,cup,147
Soup;  cream of potato;  canned;  condensed,Fatty acids;  total saturated,0.97,0.5,cup,124
Soup;  cream of mushroom;  canned;  condensed,Fatty acids;  total saturated,0.964,0.5,cup,126
Cheese;  ricotta;  part skim milk,Fatty acids;  total saturated,4.927,0.5,cup,124
Soup;  cream of onion;  canned;  condensed,Fatty acids;  total saturated,1.17,0.5,cup,126
Soup;  beef broth bouillon and consomme;  canned;  condensed,Fatty acids;  total saturated,0,0.5,cup,124
Soup;  vegetable with beef broth;  canned;  condensed,Fatty acids;  total saturated,0.36,0.5,cup,123
Soybeans;  mature seeds;  sprouted;  raw,Fatty acids;  total saturated,0.929,0.5,cup,35
Turnip greens;  canned;  solids and liquids,Fatty acids;  total saturated,0.07,0.5,cup,117
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Fatty acids;  total saturated,0.018,0.5,cup,92
Cereals;  QUAKER;  Quick Oats;  Dry,Fatty acids;  total saturated,1.11,0.5,cup,40
Soup;  cream of celery;  canned;  condensed,Fatty acids;  total saturated,1.12,0.5,cup,126
Potatoes;  hash brown;  frozen;  plain;  unprepared,Fatty acids;  total saturated,0.163,0.5,cup,105
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Fatty acids;  total saturated,0.066,0.5,cup,124
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,Fatty acids;  total saturated,0.388,0.5,cup,123
Rowal;  raw,Fatty acids;  total saturated,0.245,0.5,cup,114
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,Fatty acids;  total saturated,0.049,0.5,cup,80
Fat free ice cream;  no sugar added;  flavors other than chocolate,Fatty acids;  total saturated,0,0.5,cup,68
Soup;  vegetable beef;  canned;  condensed,Fatty acids;  total saturated,0.68,0.5,cup,126
Soup;  chicken mushroom;  canned;  condensed,Fatty acids;  total saturated,1.246,0.5,cup,124
Soup;  clam chowder;  new england;  canned;  condensed,Fatty acids;  total saturated,0.959,0.5,cup,126
Soup;  chicken noodle;  canned;  condensed,Fatty acids;  total saturated,0.389,0.5,cup,124
Tomato products;  canned;  sauce;  with herbs and cheese,Fatty acids;  total saturated,0.627,0.5,cup,122
Cheese;  ricotta;  whole milk,Fatty acids;  total saturated,8.295,0.5,cup,124
Asparagus;  canned;  regular pack;  solids and liquids,Fatty acids;  total saturated,0.044,0.5,cup,122
Asparagus;  cooked;  boiled;  drained;  with salt,Fatty acids;  total saturated,0.048,0.5,cup,90
Soup;  chicken with rice;  canned;  condensed,Fatty acids;  total saturated,0.37,0.5,cup,126
Abiyuch;  raw,Fatty acids;  total saturated,0.014,0.5,cup,114
Puddings;  tapioca;  dry mix;  prepared with 2% milk,Fatty acids;  total saturated,0.991,0.5,cup,128
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Fatty acids;  total saturated,0.026,0.5,cup,78
Ice cream;  soft serve;  chocolate,Fatty acids;  total saturated,7.46,0.5,cup,86
Asparagus;  canned;  no salt added;  solids and liquids,Fatty acids;  total saturated,0.041,0.5,cup,122
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Fatty acids;  total saturated,1.74,0.5,cup,142
Potatoes;  baked;  flesh and skin;  with salt,Fatty acids;  total saturated,0.035,0.5,cup,61
HEALTHY REQUEST;  Chicken with Rice;  condensed,Fatty acids;  total saturated,0.397,0.5,cup,126
Peas;  green;  canned;  regular pack;  solids and liquids,Fatty acids;  total saturated,0.086,0.5,cup,124
Soup;  vegetarian vegetable;  canned;  condensed,Fatty acids;  total saturated,0.24,0.5,cup,126
Soup;  pea;  green;  canned;  condensed,Fatty acids;  total saturated,1.07,0.5,cup,128
Soup;  cheese;  canned;  condensed,Fatty acids;  total saturated,2.45,0.5,cup,124
Potatoes;  baked;  flesh;  without salt,Fatty acids;  total saturated,0.026,0.5,cup,61
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra light syrup;  solids and liquids,Fatty acids;  total saturated,0.01,0.5,cup,123
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Fatty acids;  total saturated,0.023,0.5,cup,120
Cereals;  QUAKER;  Quick Oats with Iron;  Dry,Fatty acids;  total saturated,0.96,0.5,cup,40
Lotus root;  cooked;  boiled;  drained;  without salt,Fatty acids;  total saturated,0.021,0.5,cup,60
Soup;  chicken vegetable;  canned;  condensed,Fatty acids;  total saturated,0.69,0.5,cup,121
Cereals;  QUAKER;  Whole Wheat Natural Cereal;  dry,Fatty acids;  total saturated,0.419,0.5,cup,40
Peas and onions;  frozen;  unprepared,Fatty acids;  total saturated,0.057,0.5,cup,69
Soup;  beef noodle;  canned;  condensed,Fatty acids;  total saturated,0.91,0.5,cup,125
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra heavy syrup;  solids and liquids,Fatty acids;  total saturated,0.01,0.5,cup,130
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,Fatty acids;  total saturated,0.157,0.5,cup,95
Soup;  vegetable;  canned;  low sodium;  condensed,Fatty acids;  total saturated,0.147,0.5,cup,126
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,Fatty acids;  total saturated,0.488,0.5,cup,68
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,Fatty acids;  total saturated,0.5,0.5,cup,124
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,Fatty acids;  total saturated,0.026,0.5,cup,78
Peas and carrots;  frozen;  unprepared,Fatty acids;  total saturated,0.084,0.5,cup,70
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Fatty acids;  total saturated,0.031,0.5,cup,91
Beans;  snap;  canned;  all styles;  seasoned;  solids and liquids,Fatty acids;  total saturated,0.045,0.5,cup,114
Tomatoes;  crushed;  canned,Fatty acids;  total saturated,0.04,0.5,cup,121
Soup;  bean with pork;  canned;  condensed,Fatty acids;  total saturated,1.14,0.5,cup,130
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Fatty acids;  total saturated,0.023,0.5,cup,120
Asparagus;  cooked;  boiled;  drained,Fatty acids;  total saturated,0.048,0.5,cup,90
Puddings;  rice;  dry mix;  prepared with whole milk,4:0,0.091,0.5,cup,128
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,4:0,0.09,0.5,cup,140
Egg custards;  dry mix;  prepared with 2% milk,4:0,0.072,0.5,cup,141
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,4:0,0.06,0.5,cup,140
Gelatin desserts;  dry mix;  prepared with water,4:0,0,0.5,cup,135
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,4:0,0,0.5,cup,78
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,4:0,0.066,0.5,cup,128
Puddings;  rice;  dry mix;  prepared with 2% milk,4:0,0.052,0.5,cup,128
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,4:0,0,0.5,cup,80
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,4:0,0.064,0.5,cup,142
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,4:0,0.065,0.5,cup,127
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,4:0,0,0.5,cup,117
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,4:0,0.09,0.5,cup,147
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,4:0,0.09,0.5,cup,147
Potatoes;  baked;  flesh and skin;  with salt,4:0,0,0.5,cup,61
Desserts;  apple crisp;  prepared-from-recipe,4:0,0,0.5,cup,141
Desserts;  flan;  caramel custard;  prepared-from-recipe,4:0,0.048,0.5,cup,153
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,4:0,0,0.5,cup,92
Soup;  cream of celery;  canned;  condensed,4:0,0.05,0.5,cup,126
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,4:0,0.065,0.5,cup,140
Ice creams;  vanilla;  rich,4:0,0.491,0.5,cup,107
Soup;  chicken vegetable;  canned;  condensed,4:0,0,0.5,cup,121
Peas;  green;  canned;  regular pack;  solids and liquids,4:0,0,0.5,cup,124
Puddings;  tapioca;  dry mix;  prepared with whole milk,4:0,0.093,0.5,cup,128
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,4:0,0.054,0.5,cup,128
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,4:0,0,0.5,cup,80
Peas;  green;  canned;  no salt added;  solids and liquids,4:0,0,0.5,cup,124
Frozen yogurts;  vanilla;  soft-serve,4:0,0.18,0.5,cup,72
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,4:0,0,0.5,cup,127
Ice creams;  vanilla;  fat free,4:0,0,0.5,cup,67
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,4:0,0.05,0.5,cup,147
Puddings;  tapioca;  dry mix;  prepared with 2% milk,4:0,0.053,0.5,cup,128
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,4:0,0.062,0.5,cup,127
Desserts;  egg custard;  baked;  prepared-from-recipe,4:0,0.064,0.5,cup,141
Spanish rice mix;  dry mix;  unprepared,4:0,0.001,0.5,cup,70
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,4:0,0.09,0.5,cup,142
Potato salad with egg,4:0,0,0.5,cup,125
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,4:0,0,0.5,cup,95
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,4:0,0,0.5,cup,78
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,4:0,0.09,0.5,cup,147
Asparagus;  canned;  regular pack;  solids and liquids,4:0,0,0.5,cup,122
Soup;  cream of onion;  canned;  condensed,4:0,0.03,0.5,cup,126
Fat free ice cream;  no sugar added;  flavors other than chocolate,4:0,0,0.5,cup,68
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,4:0,0,0.5,cup,78
Soup;  clam chowder;  new england;  canned;  condensed,4:0,0,0.5,cup,126
Soup;  bean with pork;  canned;  condensed,4:0,0,0.5,cup,130
Soup;  pea;  green;  canned;  condensed,4:0,0.05,0.5,cup,128
Soup;  cream of mushroom;  canned;  condensed,4:0,0.007,0.5,cup,126
Soup;  vegetable beef;  canned;  condensed,4:0,0,0.5,cup,126
Cereals;  QUAKER;  Quick Oats;  Dry,4:0,0,0.5,cup,40
Soup;  chicken noodle;  canned;  condensed,4:0,0,0.5,cup,124
Cheese;  ricotta;  whole milk,4:0,0.574,0.5,cup,124
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,4:0,0,0.5,cup,123
Soup;  chicken with rice;  canned;  condensed,4:0,0,0.5,cup,126
HEALTHY REQUEST;  Chicken with Rice;  condensed,4:0,0,0.5,cup,126
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,4:0,0,0.5,cup,80
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,4:0,0.027,0.5,cup,68
Soup;  beef noodle;  canned;  condensed,4:0,0,0.5,cup,125
Egg custards;  dry mix;  prepared with whole milk,4:0,0.07,0.5,cup,141
Cheese;  ricotta;  part skim milk,4:0,0.254,0.5,cup,124
Tomato products;  canned;  sauce;  with herbs and cheese,4:0,0.011,0.5,cup,122
Peas and carrots;  frozen;  unprepared,4:0,0,0.5,cup,70
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,4:0,0,0.5,cup,124
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,4:0,0.015,0.5,cup,124
Soup;  beef broth bouillon and consomme;  canned;  condensed,4:0,0,0.5,cup,124
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,4:0,0,0.5,cup,95
Soup;  chicken mushroom;  canned;  condensed,4:0,0.007,0.5,cup,124
Soup;  vegetarian vegetable;  canned;  condensed,4:0,0,0.5,cup,126
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,4:0,0,0.5,cup,78
Soup;  vegetable;  canned;  low sodium;  condensed,4:0,0,0.5,cup,126
Asparagus;  cooked;  boiled;  drained;  with salt,4:0,0,0.5,cup,90
Ice cream;  soft serve;  chocolate,4:0,0.39,0.5,cup,86
Tomatoes;  crushed;  canned,4:0,0,0.5,cup,121
Lotus root;  cooked;  boiled;  drained;  without salt,4:0,0,0.5,cup,60
Asparagus;  cooked;  boiled;  drained,4:0,0,0.5,cup,90
Soup;  vegetable with beef broth;  canned;  condensed,4:0,0,0.5,cup,123
Soup;  cream of potato;  canned;  condensed,4:0,0.09,0.5,cup,124
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,4:0,0,0.5,cup,91
Soup;  cheese;  canned;  condensed,4:0,0.128,0.5,cup,124
Potatoes;  baked;  flesh;  without salt,4:0,0,0.5,cup,61
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,4:0,0,0.5,cup,91
Soup;  chicken noodle;  canned;  condensed,6:0,0,0.5,cup,124
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,6:0,0,0.5,cup,80
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,6:0,0.009,0.5,cup,68
Cheese;  ricotta;  whole milk,6:0,0.093,0.5,cup,124
Asparagus;  canned;  regular pack;  solids and liquids,6:0,0,0.5,cup,122
Soup;  bean with pork;  canned;  condensed,6:0,0,0.5,cup,130
Cheese;  ricotta;  part skim milk,6:0,0.065,0.5,cup,124
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,6:0,0,0.5,cup,80
Soup;  clam chowder;  new england;  canned;  condensed,6:0,0,0.5,cup,126
Soup;  pea;  green;  canned;  condensed,6:0,0.03,0.5,cup,128
Asparagus;  cooked;  boiled;  drained;  with salt,6:0,0,0.5,cup,90
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,6:0,0,0.5,cup,124
Soup;  chicken mushroom;  canned;  condensed,6:0,0.007,0.5,cup,124
Cereals;  QUAKER;  Quick Oats;  Dry,6:0,0,0.5,cup,40
Asparagus;  cooked;  boiled;  drained,6:0,0,0.5,cup,90
Desserts;  egg custard;  baked;  prepared-from-recipe,6:0,0.064,0.5,cup,141
Peas;  green;  canned;  no salt added;  solids and liquids,6:0,0,0.5,cup,124
Spanish rice mix;  dry mix;  unprepared,6:0,0,0.5,cup,70
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,6:0,0.05,0.5,cup,147
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,6:0,0.062,0.5,cup,127
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,6:0,0,0.5,cup,78
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,6:0,0.06,0.5,cup,140
Puddings;  tapioca;  dry mix;  prepared with whole milk,6:0,0.055,0.5,cup,128
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,6:0,0.05,0.5,cup,147
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,6:0,0.064,0.5,cup,142
Potato salad with egg,6:0,0,0.5,cup,125
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,6:0,0.03,0.5,cup,147
Fat free ice cream;  no sugar added;  flavors other than chocolate,6:0,0,0.5,cup,68
Lotus root;  cooked;  boiled;  drained;  without salt,6:0,0,0.5,cup,60
Soup;  cream of potato;  canned;  condensed,6:0,0.04,0.5,cup,124
Soup;  vegetable beef;  canned;  condensed,6:0,0,0.5,cup,126
Soup;  vegetable with beef broth;  canned;  condensed,6:0,0,0.5,cup,123
Tomato products;  canned;  sauce;  with herbs and cheese,6:0,0.006,0.5,cup,122
Ice cream;  soft serve;  chocolate,6:0,0.23,0.5,cup,86
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,6:0,0,0.5,cup,78
Soup;  chicken vegetable;  canned;  condensed,6:0,0,0.5,cup,121
Soup;  cream of onion;  canned;  condensed,6:0,0.02,0.5,cup,126
Potatoes;  baked;  flesh;  without salt,6:0,0,0.5,cup,61
HEALTHY REQUEST;  Chicken with Rice;  condensed,6:0,0,0.5,cup,126
Soup;  vegetable;  canned;  low sodium;  condensed,6:0,0,0.5,cup,126
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,6:0,0,0.5,cup,91
Soup;  chicken with rice;  canned;  condensed,6:0,0,0.5,cup,126
Peas and carrots;  frozen;  unprepared,6:0,0,0.5,cup,70
